# VERBATIM RUNNER BOARD LINES, kept so any two readings of one suite are diffable after the fact (ceo CEO-827).
# Each line is corpus_suite_harness.py's OWN SUITE_BOARD output, unedited. A receipt that paraphrases a board cannot be compared by util_suite_population_diff.py, which is the gap the coo measured on this very pair.
# tree<TAB>suite<TAB>measurer<TAB>verbatim line
b12714737	snobol4-master	ceo	SUITE_BOARD family=ALL total=1982 shipped=1982 outside=0 m3_n=1982 m3_pass=1970 m3_fail=3 m3_crash=0 m3_hang=0 m3_unproven=0 m3_skip=0 m3_xfail=9 m3_xpass=0 m3_xfail_wrong=9 m3_xfail_crash=0 m3_xfail_hang=0 m3_xfail_unproven=0 m3_xfail_skip=0 m4_n=1982 m4_pass=1967 m4_fail=3 m4_crash=0 m4_hang=0 m4_unproven=0 m4_skip=3 m4_xfail=9 m4_xpass=0 m4_xfail_wrong=8 m4_xfail_crash=0 m4_xfail_hang=0 m4_xfail_unproven=0 m4_xfail_skip=1 all_pass=1967 all_n=1982
a861648ab	snobol4-master	ceo	SUITE_BOARD family=ALL total=1982 shipped=1982 outside=0 m3_n=1982 m3_pass=1970 m3_fail=3 m3_crash=0 m3_hang=0 m3_unproven=0 m3_skip=0 m3_xfail=9 m3_xpass=0 m3_xfail_wrong=9 m3_xfail_crash=0 m3_xfail_hang=0 m3_xfail_unproven=0 m3_xfail_skip=0 m4_n=1982 m4_pass=1970 m4_fail=3 m4_crash=0 m4_hang=0 m4_unproven=0 m4_skip=0 m4_xfail=9 m4_xpass=0 m4_xfail_wrong=8 m4_xfail_crash=0 m4_xfail_hang=0 m4_xfail_unproven=0 m4_xfail_skip=1 all_pass=1970 all_n=1982
b12714737	icon-master	ceo	SUITE_BOARD family=ALL total=826 shipped=826 outside=0 m3_n=826 m3_pass=826 m3_fail=0 m3_crash=0 m3_hang=0 m3_unproven=0 m3_skip=0 m3_xfail=0 m3_xpass=0 m3_xfail_wrong=0 m3_xfail_crash=0 m3_xfail_hang=0 m3_xfail_unproven=0 m3_xfail_skip=0 m4_n=826 m4_pass=826 m4_fail=0 m4_crash=0 m4_hang=0 m4_unproven=0 m4_skip=0 m4_xfail=0 m4_xpass=0 m4_xfail_wrong=0 m4_xfail_crash=0 m4_xfail_hang=0 m4_xfail_unproven=0 m4_xfail_skip=0 all_pass=826 all_n=826
b12714737	prolog-master	ceo	SUITE_BOARD family=ALL total=563 shipped=563 outside=0 m3_n=563 m3_pass=542 m3_fail=21 m3_crash=0 m3_hang=0 m3_unproven=0 m3_skip=0 m3_xfail=0 m3_xpass=0 m3_xfail_wrong=0 m3_xfail_crash=0 m3_xfail_hang=0 m3_xfail_unproven=0 m3_xfail_skip=0 m4_n=480 m4_pass=459 m4_fail=11 m4_crash=0 m4_hang=0 m4_unproven=0 m4_skip=10 m4_xfail=0 m4_xpass=0 m4_xfail_wrong=0 m4_xfail_crash=0 m4_xfail_hang=0 m4_xfail_unproven=0 m4_xfail_skip=0 all_pass=542 all_n=563
b12714737	raku-master	ceo	SUITE_BOARD family=ALL total=927 shipped=927 outside=0 m3_n=927 m3_pass=830 m3_fail=47 m3_crash=0 m3_hang=0 m3_unproven=0 m3_skip=0 m3_xfail=48 m3_xpass=2 m3_xfail_wrong=48 m3_xfail_crash=0 m3_xfail_hang=0 m3_xfail_unproven=0 m3_xfail_skip=0 m4_n=927 m4_pass=830 m4_fail=12 m4_crash=0 m4_hang=0 m4_unproven=0 m4_skip=35 m4_xfail=50 m4_xpass=0 m4_xfail_wrong=48 m4_xfail_crash=0 m4_xfail_hang=0 m4_xfail_unproven=0 m4_xfail_skip=2 all_pass=830 all_n=927
b12714737	rebus-master	ceo	SUITE_BOARD family=ALL total=43 shipped=43 outside=0 m3_n=43 m3_pass=43 m3_fail=0 m3_crash=0 m3_hang=0 m3_unproven=0 m3_skip=0 m3_xfail=0 m3_xpass=0 m3_xfail_wrong=0 m3_xfail_crash=0 m3_xfail_hang=0 m3_xfail_unproven=0 m3_xfail_skip=0 m4_n=43 m4_pass=43 m4_fail=0 m4_crash=0 m4_hang=0 m4_unproven=0 m4_skip=0 m4_xfail=0 m4_xpass=0 m4_xfail_wrong=0 m4_xfail_crash=0 m4_xfail_hang=0 m4_xfail_unproven=0 m4_xfail_skip=0 all_pass=43 all_n=43
b12714737	pascal-master	ceo	SUITE_BOARD family=ALL total=246 shipped=246 outside=0 m3_n=246 m3_pass=246 m3_fail=0 m3_crash=0 m3_hang=0 m3_unproven=0 m3_skip=0 m3_xfail=0 m3_xpass=0 m3_xfail_wrong=0 m3_xfail_crash=0 m3_xfail_hang=0 m3_xfail_unproven=0 m3_xfail_skip=0 m4_n=246 m4_pass=246 m4_fail=0 m4_crash=0 m4_hang=0 m4_unproven=0 m4_skip=0 m4_xfail=0 m4_xpass=0 m4_xfail_wrong=0 m4_xfail_crash=0 m4_xfail_hang=0 m4_xfail_unproven=0 m4_xfail_skip=0 all_pass=246 all_n=246
b12714737	snocone-master	ceo	SUITE_BOARD family=ALL total=336 shipped=336 outside=0 m3_n=336 m3_pass=336 m3_fail=0 m3_crash=0 m3_hang=0 m3_unproven=0 m3_skip=0 m3_xfail=0 m3_xpass=0 m3_xfail_wrong=0 m3_xfail_crash=0 m3_xfail_hang=0 m3_xfail_unproven=0 m3_xfail_skip=0 m4_n=336 m4_pass=336 m4_fail=0 m4_crash=0 m4_hang=0 m4_unproven=0 m4_skip=0 m4_xfail=0 m4_xpass=0 m4_xfail_wrong=0 m4_xfail_crash=0 m4_xfail_hang=0 m4_xfail_unproven=0 m4_xfail_skip=0 all_pass=336 all_n=336
00c961815	prolog-master	ceo	SUITE_BOARD family=ALL total=563 shipped=563 outside=0 m3_n=563 m3_pass=542 m3_fail=21 m3_crash=0 m3_hang=0 m3_unproven=0 m3_skip=0 m3_xfail=0 m3_xpass=0 m3_xfail_wrong=0 m3_xfail_crash=0 m3_xfail_hang=0 m3_xfail_unproven=0 m3_xfail_skip=0 m4_n=480 m4_pass=459 m4_fail=11 m4_crash=0 m4_hang=0 m4_unproven=0 m4_skip=10 m4_xfail=0 m4_xpass=0 m4_xfail_wrong=0 m4_xfail_crash=0 m4_xfail_hang=0 m4_xfail_unproven=0 m4_xfail_skip=0 all_pass=542 all_n=563
00c961815	raku-master	ceo	SUITE_BOARD family=ALL total=927 shipped=927 outside=0 m3_n=927 m3_pass=830 m3_fail=47 m3_crash=0 m3_hang=0 m3_unproven=0 m3_skip=0 m3_xfail=48 m3_xpass=2 m3_xfail_wrong=48 m3_xfail_crash=0 m3_xfail_hang=0 m3_xfail_unproven=0 m3_xfail_skip=0 m4_n=927 m4_pass=830 m4_fail=12 m4_crash=0 m4_hang=0 m4_unproven=0 m4_skip=35 m4_xfail=50 m4_xpass=0 m4_xfail_wrong=48 m4_xfail_crash=0 m4_xfail_hang=0 m4_xfail_unproven=0 m4_xfail_skip=2 all_pass=830 all_n=927
